Alignment,Character,Combat,Creator,Durability,Gender,Height,IQ,Intelligence,Level,Place_of_birth,Power,Species,Speed,Speed_velocity,Strength,Strength_force,Super_powers,Tier,Universe,Weight,combat_str,durability_str,height_str,intelligence_str,level_str,power_str,speed_str,speed_velocity_str,strength_str,strength_force_str,tier_str,weight_str,name,img_links
Bad,thebeast,60,None,90,Male,-,200,100,6,Unknown,100,Demon,100,1000000000,100,1000000000,"abstractexistence,acausality,bfr,conceptualmanipulation,corruption,cosmicawareness,creation,demonphysiology,dimensionaltravel,energyabsorption,hellfiremanipulation,higherdimensionalmanipulation,illusions,immortality,largesize,lawmanipulation,magic,mathematicsmanipulation,mattermanipulation,nigh-omnipresence,non-physicalinteraction,omniscience,possession,precognition,probabilitymanipulation,realitywarping,regeneration,sealing,self-sustenance,shapeshifting,soulmanipulation,soundmanipulation,spatialmanipulation,telekinesis,telepathy,timemanipulation,timemanipulationresistance,timetravel,voidmanipulation",8,Doctor Who,-,combat56to60,durability90,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weightunknown,The Beast,https://static.wikia.nocookie.net/villains/images/4/45/The_Beast_%28Bug_Fables%29.png/revision/latest/scale-to-width-down/350?cb=20201026134846
Good,superwoman,90,DC Comics,55,Female,-,155,80,3,Unknown,65,Mutant,50,10000,75,5000000,"durability,endurance,flight,stamina,superspeed,superstrength,vision-heat,acceleratedhealing,acrobatics,agility,energyabsorption,energyblasts,fireresistance,vision-x-ray,coldresistance,mastermartialartist,reflexes",4,New 52,-,combat86to90,durability55,heighthuge,intelligence76to80,level3,power61to65,speed46to50,sv5001-10000,strength71to75,sf1000001-10000000,tier4,weightunknown,Superwoman,https://static.wikia.nocookie.net/superheroes/images/4/47/Superwoman_Elna.jpg/revision/latest/scale-to-width-down/200?cb=20230501174524
Bad,superwoman,70,DC Comics,60,Female,"185 cm • 6'0.8""",130,65,3,Earth Two (DCAU),80,Human,50,5000000,80,200000000,"acidresistants,agility,coldresistance,dexterity,electricityresistance,endurance,energyblasts,enhancedcondition,enhancedhearing,enhancedsight,extrasensoryperception,fireresistance,flight,heatresistance,instinctivereaction,invulnerability,jump,magic,painsuppression,reflexes,toxinanddiseaseresistance,acrobatics,bullettime,disguiseresistance,divinepowers,emotionalpowerup,energybeams,energyresistance,enhancedsmell,enhancedtouch,gadgetusage,indomitablewill,interstellartravel,jawstrength,levitation,longevity,magicabsorption,magicresistance,powerbestowal,powersense,pressurepoints,radiationimmunity,seismicpower,shockwavesgeneration,spacesurvivability,spaceflight,spatialcommunication,superbreath,vision-telescopic,acceleratedhealing,apathy,curseresistance,godlyphysiology,illusionresistance,mindcontrolresistance,possessionresistance,self-sustenance,telepathyresistance",4,DCAU,80 kg • 176.37 lbs,combat66to70,durability60,height0-5,intelligence61to65,level3,power76to80,speed46to50,sv1000001-10000000,strength76to80,sf100000001-1000000000,tier4,weight1-1000,Super Woman,https://static.wikia.nocookie.net/superheroes/images/4/47/Superwoman_Elna.jpg/revision/latest/scale-to-width-down/200?cb=20230501174524
Good,superman,90,DC Comics,100,Male,-,170,85,6,Krypton,100,Alien,100,1000000000,100,1000000000,"agility,anti-gravity,attackreflection,berserkmode,coldresistance,corruptionresistance,curseresistance,dangersense,dimensionalawareness,dimensionaltravel,durability,electricityabsorption,electricityresistance,electrokinesis,elementcontrol,endurance,energyabsorption,energyarmor,energybeams,energyblasts,energymanipulation,energyresistance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedthievery,firecontrol,fireresistance,flight,forcefields,godlyphysiology,gravitycontrol,heatgeneration,heatresistance,illusionresistance,intelligence,interstellartravel,invulnerability,longevity,magic,magicabsorption,magicresistance,mindcontrolresistance,omnilingualism,portalcreation,possessionresistance,radiationimmunity,realitywarpingresistance,reflexes,regeneration,resurrection,self-sustenance,shockwavesgeneration,soulresistance,spacesurvivability,spaceflight,spatialawareness,stamina,superspeed,superstrength,telepathy,telepathyresistance,teleportation,timemanipulationresistance,toxinanddiseasecontrol,toxinanddiseaseresistance,underwaterbreathing,vision-cryo,vision-heat,vision-infrared,vision-microscopic,vision-night,vision-telescopic,vision-thermal,vision-x-ray,vortexcreation,weapon-basedpowers,weathercontrol,willofgod,windcontrol,accelerateddevelopment,acceleratedhealing,adaptation,amber,antiforcemanipulation,antimattermanipulation,astralprojection,astraltravel,attacknegation,aura,awakenedpower,banish,blackholemanipulation,bullettime,causalityresistance,clairvoyanceresistance,cosmicawareness,cursemanipulation,damageboost,damagereduction,damagetransferal,durabilitynegation,electro-magnetismmanipulation,emotionalpowerup,empgeneration,existenceerasureresistance,fateresistance,hellfireresistance,holyresistance,homingattack,immortality,immortalitynegation,informationanalysis,intangibility,invisibility,jump,latentabilities,levitation,lifemanipulation,lightcontrol,marksmanship,mastertactician,matterabsorption,mattermanipulation,metalmanipulation,molecularmanipulation,moralitymanipulation,phasing,physicsmanipulation,plotmanipulationresistance,powerabsorption,powerabsorptionimmunity,powerbestowal,powermimicryimmunity,powersense,powersuit,psionicpowers,radiationabsorption,radiationcontrol,ragepower,regenerationnegation,shapeshifting,soulmanipulation,spatialcommunication,stands,summoning,superbreath,swordsmanship,timemanipulation,timetravel,transformation,unholyresistance,watercontrol,weaponsmaster,afterimagecreation,cloaking,darkforcemanipulation,necromancy,odinforce",6,Earth-616,-,combat86to90,durability100,heighthuge,intelligence81to85,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weightunknown,Superman (Worthy),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Good,superman,90,DC Comics,100,Male,"190.5 cm • 6'3""",180,90,6,Krypton,100,Kryptonian,100,1000000000,100,1000000000,"acceleratedhealing,acidresistants,agility,aura,coldresistance,dexterity,dimensionaltravel,durability,endurance,energyabsorption,energybeams,energymanipulation,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedtaste,enhancedtouch,fireresistance,flight,heatgeneration,heatresistance,indomitablewill,intelligence,interstellartravel,invulnerability,longevity,mastermartialartist,mastertactician,pressurepoints,psionicpowers,radiationimmunity,reflexes,regeneration,self-sustenance,shockwavesgeneration,soundmanipulation,spacesurvivability,spaceflight,stamina,statisticsamplification,stealth,superbreath,superspeed,superstrength,toxinanddiseaseresistance,underwaterbreathing,vaporisingbeams,vision-heat,vision-infrared,vision-microscopic,vision-night,vision-telescopic,vision-x-ray,accelerateddevelopment,acrobatics,adaptation,afterimagecreation,anti-gravity,apathy,astralprojection,berserkmode,bullettime,clairvoyanceresistance,corruptionresistance,cryokinesis,curseresistance,damageboost,dangersense,durabilitynegation,electricityabsorption,electricityresistance,emotionalpowerup,empathy,existenceerasureresistance,extrasensoryperception,forcefields,hacking,hellfireresistance,holyresistance,hopeinducement,illusionresistance,illusions,immortality,informationanalysis,instinctivereaction,jump,lightcontrol,mattermanipulation,mindblast,mindcontrolresistance,non-physicalinteraction,possessionresistance,powerabsorptionimmunity,projection,purification,reactivepowerlevel,realitywarpingresistance,sonicscream,soulresistance,statisticsreduction,swordsmanship,telepathyresistance,timemanipulation,timemanipulationresistance,timetravel,transmutationimmunity,vehicularmastery,vibrationmanipulation,vortexcreation,weaponsmaster,windcontrol,intangibility,invisibility,magicresistance,plotmanipulationresistance,powernullifier,radiationabsorption,radiationcontrol,resurrection",8,Prime Earth,106.6 kg • 235.01 lbs,combat86to90,durability100,height0-5,intelligence86to90,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weight1-1000,Superman (Sun-dipped),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Good,superman,70,DC Comics,85,Male,-,170,85,3,Krypton,90,Kryptonian,100,1000000000,100,1000000000,"acceleratedhealing,adaptation,agility,aura,bullettime,coldresistance,dexterity,durability,endurance,energyabsorption,enhancedhearing,enhancedmemory,enhancedsight,fireresistance,flight,heatgeneration,heatresistance,hopeinducement,indomitablewill,intelligence,invulnerability,jump,levitation,longevity,mastermartialartist,radiationimmunity,regeneration,self-sustenance,spaceflight,stamina,superbreath,superspeed,superstrength,toxinanddiseaseresistance,vibrationmanipulation,vision-heat,vision-infrared,vision-microscopic,vision-night,vision-telescopic,vision-thermal,vision-x-ray,apathy,durabilitynegation,electricityresistance,energyresistance,enhancedsmell,enhancedthievery,informationanalysis,mastertactician,shockwavesgeneration,underwaterbreathing,weaponsmaster",5,Earth-30,-,combat66to70,durability85,heighthuge,intelligence81to85,level3,power86to90,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier5,weightunknown,Superman (Red son),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Good,superman,100,DC Comics,100,Male,"195.6 cm • 6'5""",200,100,6,Krypton,100,Kryptonian,100,1000000000,100,1000000000,"nigh-omnipotence,nigh-omnipresence,nigh-omniscience",8,Prime Earth,106.59 kg • 234.99 lbs,combat96to100,durability100,height0-5,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weight1-1000,Superman (Miracle Machine),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Good,superman,80,DC Comics,60,Male,"188 cm • 6'2""",150,75,3,Krypton,85,Kryptonian,100,1000000000,100,1000000000,"acceleratedhealing,bullettime,coldresistance,endurance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,flight,hairmanipulation,heatresistance,indomitablewill,intelligence,invulnerability,jump,levitation,longevity,mastermartialartist,radiationimmunity,self-sustenance,socialinfluencing,spacesurvivability,spaceflight,stamina,superbreath,superspeed,superstrength,timetravel,toxinanddiseaseresistance,underwaterbreathing,vision-heat,vision-telescopic,vision-x-ray,adaptation,agility,attackreflection,creation,dexterity,duplication,electricityresistance,energybeams,energyblasts,memorymanipulation,reflexes,regeneration,telekinesis",4,Arrowverse,96.16 kg • 212 lbs,combat76to80,durability60,height0-5,intelligence71to75,level3,power81to85,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier4,weight1-1000,Superman (Kingdom Come),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Bad,superman,80,DC Comics,80,Male,-,115,60,3,Krypton,85,None,80,300000000,95,900000000,"acceleratedhealing,enhancedhearing,flight,invulnerability,longevity,speedforce,superbreath,superspeed,superstrength,underwaterbreathing,vision-heat,vision-microscopic,vision-x-ray,enhancedmemory",6,Prime Earth,-,combat76to80,durability80,heighthuge,intelligence56to60,level3,power81to85,speed76to80,sv100000001-1000000000,strength91to95,sf100000001-1000000000,tier6,weightunknown,Superman (Godfall),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Neutral,superman,90,DC Comics,100,Male,"190.5 cm • 6'3""",180,90,6,Krypton,100,Kryptonian,100,1000000000,100,1000000000,"accelerateddevelopment,acceleratedhealing,adaptation,agility,attackreflection,awakenedpower,berserkmode,causalityresistance,clairvoyanceresistance,coldresistance,corruptionresistance,dangersense,durability,electricityabsorption,electricityresistance,emotionalpowerup,endurance,energyabsorption,energyresistance,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,existenceerasureresistance,fateresistance,fireresistance,flight,godlyphysiology,heatgeneration,heatresistance,hellfireresistance,holyresistance,illusionresistance,immortality,immortalitynegation,indomitablewill,intangibility,intelligence,invulnerability,lasermanipulation,latentabilities,levitation,longevity,magicresistance,mindcontrolresistance,plotmanipulationresistance,possessionresistance,powerabsorption,radiationabsorption,radiationimmunity,ragepower,realitywarpingresistance,reflexes,regeneration,resurrection,self-sustenance,soulresistance,spacesurvivability,spaceflight,spatialawareness,stamina,stands,superbreath,superspeed,superstrength,telepathyresistance,timemanipulationresistance,toxinanddiseaseresistance,unholyresistance,vision-heat,vision-infrared,vision-microscopic,vision-night,vision-telescopic,vision-thermal,vision-x-ray,willofgod,anti-gravity,bloodlust,cosmicawareness,damageboost,damagereduction,damagetransferal,dimensionalawareness,dimensionaltravel,durabilitynegation,energybeams,energyblasts,informationanalysis,insanity,interstellartravel,invisibility,jump,marksmanship,phasing,powerabsorptionimmunity,powerbestowal,powermimicryimmunity,powersense,preparation,spatialcommunication,weaponsmaster,timetravel",7,Earth-616,106.6 kg • 235.01 lbs,combat86to90,durability100,height0-5,intelligence86to90,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier7,weight1-1000,Superman (God Of Strength),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Good,superman,65,DC Comics,60,Male,"177.8 cm • 5'10""",150,75,3,Krypton,85,Kryptonian,100,1000000000,100,1000000000,"acceleratedhealing,bullettime,coldresistance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,fireresistance,flight,hairmanipulation,heatresistance,intelligence,invulnerability,jump,longevity,radiationimmunity,socialinfluencing,spaceflight,stamina,superbreath,superspeed,superstrength,timetravel,toxinanddiseaseresistance,underwaterbreathing,vision-heat,vision-telescopic,vision-x-ray,adaptation,agility,attackreflection,creation,dexterity,duplication,electricityresistance,endurance,energybeams,energyblasts,memorymanipulation,reflexes,regeneration,telekinesis",4,Earth-616,102.1 kg • 225.09 lbs,combat61to65,durability60,height0-5,intelligence71to75,level3,power81to85,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier4,weight1-1000,Superman (2006),https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
Bad,superman,45,DC Comics,60,Male,"190.5 cm • 6'3""",150,75,3,Krypton,80,Kryptonian,100,1000000000,100,1000000000,"acceleratedhealing,agility,bullettime,coldresistance,durability,endurance,energyabsorption,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,fireresistance,flight,heatgeneration,heatresistance,indomitablewill,intelligence,invulnerability,jump,longevity,radiationimmunity,reflexes,self-sustenance,spacesurvivability,stamina,superbreath,superspeed,superstrength,toxinanddiseaseresistance,vision-heat,vision-microscopic,vision-telescopic,vision-x-ray,cryokinesis,energymanipulation,radiationabsorption",3,IGAU,106.59 kg • 235 lbs,combat41to45,durability60,height0-5,intelligence71to75,level3,power76to80,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier3,weight1-1000,Superman,https://static.wikia.nocookie.net/superheroes/images/7/72/Superman.jpg/revision/latest/scale-to-width-down/250?cb=20230418165353
